"","VFI.U1","VFI.U2","VFI.U3","VFI.U4","VFI.U5","VFI.V1","VFI.V2","VFI.V3","VFI.V4","VFI.V5","VFI.E1","VFI.E2","VFI.E3","VFI.E4","VFI.E5","VFI.P1","VFI.P2","VFI.P3","VFI.P4","VFI.P5","VFI.C1","VFI.C2","VFI.C3","VFI.C4","VFI.C5","VFI.NB1","VFI.NB2","VFI.NB3","VFI.NB4","VFI.NB5","Ctrl_2","Att_1","Att_2","Att_3","Att_4","Att_5","Att_6","Att_7","Att_8","Att_9","SN_1","SN_2","SN_3","SN_4","SN_5","PBC_1","PBC_2","PBC_4","PBC_5","Int_1","Int_2","Int_4"
"373",7,7,7,7,7,7,1,7,7,7,5,7,7,7,7,5,6,5,7,6,7,7,7,7,7,5,6,5,5,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,5,5
"374",7,5,6,7,6,7,6,7,7,6,7,6,7,6,6,5,6,5,4,5,7,7,6,6,7,6,6,6,3,7,5,7,6,6,6,7,7,6,7,7,5,7,6,7,7,6,6,7,6,4,5,6
"375",6,7,7,6,7,7,7,7,7,5,6,4,4,3,6,5,6,5,4,5,7,6,7,6,7,5,4,5,5,4,7,7,5,6,5,6,7,5,7,6,4,3,4,7,3,4,4,5,4,6,6,5
"376",7,7,7,7,7,7,7,7,7,7,7,6,5,4,7,5,5,4,3,5,7,6,7,7,7,6,5,5,5,5,6,7,7,5,7,7,7,7,7,7,6,7,5,7,5,6,6,7,7,7,7,7
"377",6,6,5,4,5,7,6,7,6,6,3,5,4,6,4,2,2,5,4,2,5,6,3,6,5,4,4,5,5,3,4,7,7,6,6,6,7,6,7,6,6,6,6,7,6,5,6,7,7,7,7,7
"378",6,6,7,7,7,7,6,5,7,7,6,5,7,7,7,7,7,4,7,7,2,2,6,5,5,1,3,6,1,3,5,7,6,6,6,7,7,6,7,6,2,4,2,4,6,6,5,7,7,7,7,7
"379",6,6,6,6,6,5,5,5,6,6,6,4,5,7,6,4,1,5,5,5,5,6,4,6,6,4,3,5,5,5,6,7,6,6,6,6,6,6,6,7,5,5,4,7,4,5,7,6,7,7,7,7
"380",6,6,7,5,7,7,6,7,7,7,6,6,6,7,6,6,5,4,5,3,6,6,6,7,7,5,6,6,3,6,5,7,7,7,7,7,7,7,7,7,3,5,7,7,7,7,6,7,7,7,7,7
"381",4,4,6,3,6,4,2,5,5,6,4,4,4,2,6,4,2,4,2,4,7,6,6,6,6,4,2,2,2,2,4,3,3,3,3,4,4,3,5,4,1,1,1,5,1,3,2,3,3,3,3,3
"382",6,6,3,5,4,6,6,5,6,6,2,6,3,2,1,2,4,2,2,2,3,3,3,3,3,3,1,4,1,1,3,6,6,6,6,6,6,6,5,7,2,2,3,7,4,7,4,6,7,5,5,5
"383",6,5,5,6,4,6,7,6,7,5,7,4,4,4,2,1,4,4,1,2,7,7,7,5,7,4,4,4,4,2,5,5,6,4,6,7,7,6,7,5,4,4,4,7,4,7,4,7,7,7,7,7
"384",6,6,6,6,6,6,6,7,6,6,5,4,6,5,5,5,4,4,3,5,6,5,5,6,6,5,2,3,3,4,3,6,6,6,6,6,6,6,6,6,5,3,3,7,5,6,5,7,7,3,3,3
"385",5,6,6,5,5,6,5,6,5,5,6,5,4,4,6,5,5,4,4,5,6,6,6,5,6,5,5,4,5,4,5,6,6,6,6,6,6,6,6,6,5,5,5,6,5,6,6,6,6,6,6,6
"386",6,6,6,7,6,5,4,6,6,6,6,6,6,6,6,5,5,5,5,5,6,6,6,6,6,4,5,5,5,6,5,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,5,6,6,6,6,6
"387",5,5,6,5,5,6,6,5,6,4,6,5,3,4,6,4,4,3,4,4,6,6,5,6,6,6,6,6,5,6,5,6,5,5,4,5,6,5,6,6,5,5,5,6,6,7,4,5,6,5,5,5
"388",6,7,7,7,7,7,6,7,7,7,4,2,3,4,6,7,4,4,4,4,7,6,5,7,6,5,5,7,7,6,5,7,7,7,7,4,7,7,7,7,6,4,5,7,4,7,7,7,7,7,7,7
"389",7,1,3,7,5,7,7,7,7,7,1,1,1,1,1,5,1,1,1,1,1,1,1,3,1,4,1,5,3,1,3,7,7,7,7,7,7,7,7,7,5,4,4,7,7,7,7,7,7,7,7,7
"390",6,6,6,6,6,7,7,7,7,6,4,5,5,5,5,5,6,4,5,5,7,6,6,6,7,3,3,4,3,4,5,5,5,5,5,6,6,5,5,6,6,4,5,7,4,6,6,7,6,5,5,5
"391",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7
"392",7,6,6,6,5,7,7,6,7,6,4,3,6,3,5,7,6,7,5,5,6,6,6,5,4,1,1,2,2,1,5,6,6,6,6,6,6,6,6,6,4,3,4,7,4,7,3,5,6,6,5,4
"393",6,6,6,7,6,4,4,5,6,6,6,4,6,5,6,4,6,5,2,2,7,6,6,6,6,3,2,3,3,3,7,7,5,5,4,5,6,4,6,6,3,5,3,3,3,6,6,6,6,4,4,5
"394",7,7,6,7,7,6,7,7,7,7,5,3,4,3,5,2,3,2,5,4,3,5,5,3,4,3,3,4,4,1,6,5,5,5,5,5,5,4,5,5,6,7,3,7,3,3,7,7,3,7,7,6
"395",6,5,5,5,6,6,4,6,7,6,5,5,5,5,6,5,5,5,5,5,6,6,5,6,6,3,3,3,2,2,3,6,6,7,7,6,7,6,7,6,4,3,5,4,4,5,3,6,6,7,7,7
"396",6,7,7,7,7,7,7,7,7,7,7,4,6,6,7,7,5,4,4,6,6,6,5,4,7,7,6,7,7,7,5,7,7,7,7,7,7,7,7,7,7,6,7,7,7,4,7,7,7,7,7,7
"397",5,5,5,7,5,7,6,7,6,6,5,4,5,5,3,5,5,2,3,5,5,4,5,3,5,3,2,6,5,5,4,7,7,7,7,7,7,7,7,7,5,5,6,7,6,4,5,7,5,6,6,6
"398",5,7,7,7,5,7,7,7,7,7,7,7,6,7,5,6,1,6,6,7,6,1,4,1,5,4,5,1,1,4,6,6,4,4,5,5,6,7,7,6,1,5,6,7,5,3,4,7,6,7,7,7
"399",7,7,4,6,6,4,3,4,4,7,2,4,1,1,6,1,2,2,2,1,7,7,4,7,7,6,3,1,2,5,7,7,3,5,3,6,7,4,7,7,4,5,1,6,7,7,7,7,3,7,7,7
"400",5,7,6,6,6,7,4,6,6,6,5,4,5,4,5,4,5,1,5,3,5,5,5,6,7,6,5,5,5,7,4,7,6,6,5,7,7,5,7,4,5,6,5,7,7,6,5,7,7,7,7,7
"401",2,6,6,6,6,5,3,6,6,6,4,5,6,5,6,1,3,3,4,4,5,5,5,2,6,3,1,2,1,4,2,7,7,7,7,7,7,5,6,7,3,2,3,5,5,7,5,7,7,5,5,5
"402",7,6,7,6,7,7,4,7,7,7,6,5,6,6,6,6,3,2,3,4,5,5,5,5,6,2,2,2,2,3,2,6,7,6,7,6,6,7,7,7,4,5,3,7,5,2,4,6,2,3,3,2
"403",6,6,5,5,5,6,6,5,6,6,1,1,2,2,4,1,2,2,2,2,5,5,5,5,5,4,4,4,4,4,4,6,4,7,4,5,5,5,5,6,7,3,3,5,3,2,2,2,3,3,3,3
"404",5,6,6,5,6,3,3,7,7,6,7,6,4,5,4,6,5,3,5,5,2,6,6,4,5,6,3,3,5,5,5,7,7,7,7,7,7,7,7,7,6,5,7,5,5,7,6,7,7,5,6,5
"405",7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,5,6,6,7,7,6,6,5,5,4,4,5,5,6,7,7,6,6,7,7,7,7,7,5,6,5,5,6,7,6,7,7,6,5,7
"406",7,7,7,6,6,7,7,7,7,7,7,4,6,6,4,7,6,1,2,1,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,6,6,7,6,6,6
"407",6,7,6,6,6,7,7,7,7,7,4,6,5,5,4,7,5,4,5,5,5,5,5,4,5,6,5,6,5,5,4,7,7,7,7,7,7,7,7,7,6,7,5,7,6,5,6,6,7,5,5,5
"408",6,7,7,7,6,7,7,7,7,7,7,6,6,7,6,6,5,6,6,4,5,6,6,5,6,7,7,7,6,7,5,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7
"409",5,5,5,5,6,5,6,6,5,6,5,6,6,5,7,1,4,5,1,4,5,6,5,4,5,2,1,1,3,1,5,6,5,6,6,6,7,5,6,6,2,2,2,7,4,7,3,6,7,6,7,7
"410",6,5,6,6,7,3,1,3,5,6,1,6,5,6,6,1,5,2,5,5,6,6,6,5,6,2,1,1,1,3,6,6,6,6,6,5,5,6,6,7,3,3,3,7,3,7,6,7,5,4,4,4
"411",7,6,7,7,6,7,7,7,7,7,7,4,1,5,6,7,5,5,7,1,3,5,6,7,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"412",7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,7,7,7,7,7,7,7,7,6,7,6,7,7,6,6,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7
"413",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,6,7,6,6,7,7,6,7,7,5,5,5,3,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"414",6,6,6,6,5,6,6,6,7,6,6,6,4,4,6,5,6,4,2,3,7,7,5,6,7,7,5,5,4,5,6,5,6,5,5,5,5,4,6,7,3,4,3,7,4,6,5,7,6,3,2,3
"415",7,7,7,6,7,5,4,7,7,7,5,4,6,7,7,4,6,2,7,7,7,4,7,7,7,4,2,7,5,3,3,6,6,6,6,6,6,6,6,6,7,7,6,6,6,7,6,6,6,5,6,4
"416",7,6,6,7,6,7,6,7,7,6,4,3,4,3,6,6,2,2,1,5,5,4,4,6,5,7,6,6,3,7,6,7,7,7,7,7,7,7,7,7,5,5,1,7,7,6,6,7,6,7,7,7
"417",6,7,6,5,6,6,5,6,7,6,5,5,4,5,5,3,5,2,2,2,5,7,6,3,5,5,4,6,5,5,6,6,7,5,6,7,7,6,7,7,6,7,6,6,6,3,7,7,3,7,7,6
"418",5,6,3,5,4,5,5,5,6,5,4,3,4,3,5,6,5,2,6,5,5,2,2,2,5,4,2,2,2,3,3,5,5,5,5,4,4,6,4,5,2,2,2,5,2,6,5,6,7,3,3,3
"419",7,6,6,6,6,6,6,7,7,7,6,7,6,7,6,6,7,7,7,6,6,7,7,7,7,6,7,7,6,7,6,7,7,7,7,7,7,7,7,7,6,7,7,7,6,6,7,6,7,7,7,7
"420",5,7,6,6,6,5,6,6,6,6,5,4,5,5,5,5,4,3,5,6,7,6,7,5,4,4,5,6,4,4,6,7,5,7,7,7,7,6,7,7,5,6,7,7,7,7,7,7,6,5,7,6
"421",3,6,5,6,6,7,4,7,6,6,6,5,6,6,5,3,5,5,5,4,6,6,2,2,7,5,4,2,3,4,2,6,6,6,6,6,6,6,7,6,3,3,2,6,3,4,3,2,5,1,1,2
"422",6,6,6,7,7,6,6,7,7,6,4,5,7,7,4,6,5,6,6,6,4,6,6,6,6,6,5,5,4,5,6,6,7,5,7,6,6,7,6,7,6,5,5,6,5,7,7,7,7,6,7,7
"423",7,7,7,6,7,7,7,7,7,7,2,2,4,3,2,1,1,2,2,3,7,7,5,7,6,2,1,2,3,2,7,7,7,7,7,7,7,6,7,7,7,2,2,7,5,7,5,7,6,7,7,7
"424",4,4,5,6,5,6,5,4,4,3,6,4,6,7,5,4,1,1,5,6,7,1,6,1,5,5,3,3,4,5,2,4,5,4,5,3,3,5,5,5,4,5,6,6,5,4,5,4,4,6,3,4
